ID_импорт;ID_экспорт;Номер вагона;Страна отправления_импорт;Страна назначения_экспорт;Станция отправления_импорт;Станция назначения_импорт;Станция отправления_экспорт;Станция назначения_экспорт;Дата прибытия_импорт;Дата отправления_экспорт;ves_import;ves_export;Наименование груза;БИН_импорт;БИН_экспорт;Станция_прибытия_импорт;Станция_отправления_экспорт;naimenovanie_plat;комент КТЖ;strana_otpr;strana_nazn;
278881;497018;98000193;УЗБЕКИСТАН       ;РОССИЯ           ;АНГРЕН          ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВЛОВС    ;2025-01-18;2025-01-18 19:41:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,3084E+11;1,3084E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;860;643;
1251669;1373620;29843596;КЫРГЫЗСТАН       ;УЗБЕКИСТАН       ;САРЫАГАШ ЭК     ;АРЫС 1          ;АРЫС 1          ;САРЫАГАШ ЭК     ;2025-02-12;2025-02-19 14:50:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,4034E+11;1,4034E+11;698004;698004;ТОО ЛОГСОФТ;за парожни вагоны взыскивается на месте ;417;860;
1252410;1296125;98001571;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-02-11;2025-02-11 12:37:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,3084E+11;1,3084E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;860;643;
1352335;2013336;95166765;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-02-26;2025-03-08 11:13:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,3084E+11;1,3084E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;860;643;
1366902;1932996;98278534;РОССИЯ           ;АФГАНИСТАН       ;АЛИМБЕТ (ЭКС    ;АЙТЕКЕ II       ;АЙТЕКЕ II       ;БОЛАШАК(ЭКСП    ;2025-02-25;2025-02-28 10:35:00;70000;70000;ПШЕНИЦА;40340003329;40340003329;669105;669105;ТОО ЖАЙЫЛХАНАКТЮБИНСКАЯ ОБЛАСТЬ;;643;4;
1382910;1932976;99603508;РОССИЯ           ;АФГАНИСТАН       ;АЛИМБЕТ (ЭКС    ;АЙТЕКЕ II       ;АЙТЕКЕ II       ;БОЛАШАК(ЭКСП    ;2025-02-25;2025-02-28 10:30:00;70000;70000;ПШЕНИЦА;40340003329;40340003329;669105;669105;ТОО ЖАЙЫЛХАНАКТЮБИНСКАЯ ОБЛАСТЬ;;643;4;
1382918;1932940;99601577;РОССИЯ           ;АФГАНИСТАН       ;АЛИМБЕТ (ЭКС    ;АЙТЕКЕ II       ;АЙТЕКЕ II       ;БОЛАШАК(ЭКСП    ;2025-02-25;2025-02-28 10:24:00;70000;70000;ПШЕНИЦА;40340003329;40340003329;669105;669105;ТОО ЖАЙЫЛХАНАКТЮБИНСКАЯ ОБЛАСТЬ;;643;4;
1972553;1980588;98523814;КИТАЙ            ;УЗБЕКИСТАН       ;АЛТЫНКОЛЬ (Э    ;АЛТЫНКОЛЬ       ;АЛТЫНКОЛЬ       ;САРЫАГАШ ЭК     ;2025-03-04;2025-03-05 00:53:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;20540016156;20540016156;707608;707608;"АО ""KTZ Express""";за парожни вагоны взыскивается на месте ;156;860;
3486319;4191562;54639885;РОССИЯ           ;АЗЕРБАЙДЖАН      ;АЛИМБЕТ (ЭКС    ;МАХАМБЕТ        ;МАХАМБЕТ        ;ДИНЫ НУРПЕИС    ;2025-05-26;2025-06-03 18:57:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;60840010501;60840010501;661809;661809;"ТОО ""ТексолТранс""";за парожни вагоны взыскивается на месте ;643;31;
3583030;3491681;37555265;УЗБЕКИСТАН       ;УЗБЕКИСТАН       ;САРЫАГАШ ЭК     ;ШЫМКЕНТ         ;ШЫМКЕНТ         ;САРЫАГАШ ЭК     ;2025-05-21;2025-05-08 06:32:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;70840009596;70840009596;698606;698606;ТОО МАЕR СОМРАNУ;за парожни вагоны взыскивается на месте ;860;860;
3651738;4197990;95749008;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;КУРОРТ-БОР.     ;КУРОРТ-БОР.     ;ПЕТРОПАВ.КЗХ    ;2025-05-31;2025-06-04 11:34:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;10740001738;10740001738;693000;693000;ТОО АТК КЕРУЕН;за парожни вагоны взыскивается на месте ;860;643;
4238861;4389666;91110437;ТАДЖИКИСТАН      ;РОССИЯ           ;САРЫАГАШ ЭК     ;КУРОРТ-БОР.     ;КУРОРТ-БОР.     ;ПЕТРОПАВ.КЗХ    ;2025-06-13;2025-06-25 20:14:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;10740001738;10740001738;693000;693000;ТОО ЕХРЕRТ D LОGISТIС;за парожни вагоны взыскивается на месте ;762;643;
121514;427817;TBJU7219172;РОССИЯ           ;КИТАЙ            ;КЫШТЫМ          ;БАЛХАШ 1        ;БАЛХАШ 1        ;ДОСТЫК ЭКС      ;2025-01-03;2025-01-16 00:00:00;26132;26075;МЕДЬ;1,1044E+11;1,1044E+11;677506;677506;АО  КЕДЕНТРАНССЕРВИС;Контейнеры не показывают АСУ ДКР , нужно информацию получать только по запросу. Если казахмыс завозит они ее обогощают (обогощают делают какие то процессы и везут дальше );643;156;
153120;559317;91124123;УЗБЕКИСТАН       ;РОССИЯ           ;ТОЙТЕПА         ;ЖАНА-ЕСИЛЬ      ;ЖАНА-ЕСИЛЬ      ;БУРЛА           ;2025-01-08;2025-01-21 15:12:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,5094E+11;1,5094E+11;685707;685707;ТОО ТЕМИРТАУ ТРЕЙД;за парожни вагоны взыскивается на месте ;860;643;
262887;1196375;91111377;УЗБЕКИСТАН       ;РОССИЯ           ;ГАЛАБА ЭКСП.    ;ЖАНА-ЕСИЛЬ      ;ЖАНА-ЕСИЛЬ      ;КУРКАМЫС (ЭК    ;2025-01-15;2025-01-31 16:22:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,5094E+11;1,5094E+11;685707;685707;ТОО ТЕМИРТАУ ТРЕЙД;за парожни вагоны взыскивается на месте ;860;643;
373553;1239596;29135340;УЗБЕКИСТАН       ;РОССИЯ           ;ТЕРМЕЗ ПОРТ-    ;КОСТАНАЙ        ;КОСТАНАЙ        ;ПЕТРОПАВ.КЗХ    ;2025-01-28;2025-02-05 12:45:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;2,2084E+11;2,2084E+11;684001;684001;"ТОО ""Стройтранспроект""";за парожни вагоны взыскивается на месте ;860;643;
1227942;1942680;99239899;КИТАЙ            ;РОССИЯ           ;ДОСТЫК ЭКС      ;ДОСТЫК          ;ДОСТЫК          ;ЛОКОТЬ КЗ-Р     ;2025-02-04;2025-03-01 00:13:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,4044E+11;1,4044E+11;708403;708403;"ТОО ""Ge Logistics Group""";за парожни вагоны взыскивается на месте ;156;643;
1227944;1942664;99239873;КИТАЙ            ;РОССИЯ           ;ДОСТЫК ЭКС      ;ДОСТЫК          ;ДОСТЫК          ;ЛОКОТЬ КЗ-Р     ;2025-02-04;2025-03-01 00:13:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,4044E+11;1,4044E+11;708403;708403;"ТОО ""Ge Logistics Group""";за парожни вагоны взыскивается на месте ;156;643;
1227948;1942665;99239964;КИТАЙ            ;РОССИЯ           ;ДОСТЫК ЭКС      ;ДОСТЫК          ;ДОСТЫК          ;ЛОКОТЬ КЗ-Р     ;2025-02-04;2025-03-01 00:13:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,4044E+11;1,4044E+11;708403;708403;"ТОО ""Ge Logistics Group""";за парожни вагоны взыскивается на месте ;156;643;
1326612;1366504;95275467;РОССИЯ           ;ИРАН             ;ПЕТРОПАВ.КЗХ    ;КУРОРТ-БОР.     ;КУРОРТ-БОР.     ;АКТАУ-ПОРТ П    ;2025-02-16;2025-02-18 19:37:00;70000;70000;ЯЧМЕНЬ;81140011987;81140011987;693000;693000;ТОО ТРАНСАЗИЯ-ЭКСПЕДИТСЕРВИС;;643;364;
1327189;1366330;95622726;РОССИЯ           ;ИРАН             ;ПЕТРОПАВ.КЗХ    ;КУРОРТ-БОР.     ;КУРОРТ-БОР.     ;АКТАУ-ПОРТ П    ;2025-02-16;2025-02-18 19:25:00;70000;70000;ЯЧМЕНЬ;81140011987;81140011987;693000;693000;ТОО ТРАНСАЗИЯ-ЭКСПЕДИТСЕРВИС;;643;364;
1921030;2061731;96314695;РОССИЯ           ;ГРУЗИЯ           ;ИЛЕЦК 1 КЗХ     ;БУРУНДАЙ        ;БУРУНДАЙ        ;ДИНЫ НУРПЕИС    ;2025-03-13;2025-03-13 22:36:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,8074E+11;1,8074E+11;703908;703908;"ТОО ""IMD Company""";за парожни вагоны взыскивается на месте ;643;268;
2075510;2137749;58519935;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-03-22;2025-03-23 00:32:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,3084E+11;1,3084E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;860;643;
2874244;3448435;95090247;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;КУРОРТ-БОР.     ;КУРОРТ-БОР.     ;ПЕТРОПАВ.КЗХ    ;2025-04-28;2025-05-03 05:09:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;10740001738;10740001738;693000;693000;ТОО ЕХРЕRТ D LОGISТIС;за парожни вагоны взыскивается на месте ;860;643;
3413715;4191416;54639844;РОССИЯ           ;АЗЕРБАЙДЖАН      ;ДИНЫ НУРПЕИС    ;МАХАМБЕТ        ;МАХАМБЕТ        ;ДИНЫ НУРПЕИС    ;2025-05-07;2025-06-03 18:47:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;60840010501;60840010501;661809;661809;"ТОО ""ТексолТранс""";за парожни вагоны взыскивается на месте ;643;31;
3452271;3505447;95307427;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;АТБАСАР         ;АТБАСАР         ;ПЕТРОПАВ.КЗХ    ;2025-05-08;2025-05-09 21:51:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,90E+11;1,90E+11;691503;691503;"ТОО ""Самал Транс Логистикс""";за парожни вагоны взыскивается на месте ;860;643;
3561027;4144339;99487027;ЛАТВИЯ           ;РОССИЯ           ;ЕЛИМАЙ ОБГП     ;ТОБОЛ           ;ТОБОЛ           ;ПЕТРОПАВ.КЗХ    ;2025-05-28;2025-05-28 18:35:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,31E+11;1,31E+11;683102;683102;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;428;643;
3564111;3641087;95481214;ТАДЖИКИСТАН      ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-05-25;2025-05-25 19:33:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,31E+11;1,31E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;762;643;
3571115;4144335;99489064;ЛАТВИЯ           ;РОССИЯ           ;ЕЛИМАЙ ОБГП     ;ТОБОЛ           ;ТОБОЛ           ;ПЕТРОПАВ.КЗХ    ;2025-05-28;2025-05-28 18:35:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,31E+11;1,31E+11;683102;683102;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;428;643;
4200064;4294950;29169661;РОССИЯ           ;ТУРКМЕНИСТАН     ;ДИНЫ НУРПЕИС    ;МАНГИСТАУ       ;МАНГИСТАУ       ;БОЛАШАК(ЭКСП    ;2025-06-12;2025-06-14 18:06:00;66345;66345;МАСЛО_ПОДСОЛНЕЧНОЕ;1,61E+11;1,61E+11;663306;663306;ТОО ВИЛМИР;тип груза Масло подсол уже отработано , на месте был взыскан транзитный тариф ;643;795;
4272889;4340927;54408315;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;ШЕМОНАИХА       ;ШЕМОНАИХА       ;ЛОКОТЬ КЗ-Р     ;2025-06-18;2025-06-19 16:20:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,4074E+11;1,4074E+11;712108;712108;"ТОО ""Алферт""";за парожни вагоны взыскивается на месте ;860;643;
82411;267919;59176297;ТАДЖИКИСТАН      ;РОССИЯ           ;ЧЕПТУРА         ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;МАМЛЮТКА        ;2025-01-09;2025-01-09 11:48:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,3084E+11;1,3084E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;762;643;
110968;201461;24670374;УЗБЕКИСТАН       ;УЗБЕКИСТАН       ;ЧУКУРСАЙ        ;САРЫАГАШ        ;САРЫАГАШ        ;ЧУКУРСАЙ        ;2025-01-02;2025-01-06 14:49:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;7,9012E+11;7,9012E+11;698305;698305;;за парожни вагоны взыскивается на месте ;860;860;
249125;1272328;99419806;РОССИЯ           ;УЗБЕКИСТАН       ;БУЛАЕВО 1       ;ЖАНА-ЕСИЛЬ      ;ЖАНА-ЕСИЛЬ      ;САРЫАГАШ ЭК     ;2025-01-10;2025-02-08 22:14:00;71000;70000;ПШЕНИЦА;1,5094E+11;1,5094E+11;685707;685707;ТОО ТЕМИРТАУ ТРЕЙД;Эти станции Казахстанские , экспорт ;643;860;
249213;1272320;95217600;РОССИЯ           ;УЗБЕКИСТАН       ;БУЛАЕВО 1       ;ЖАНА-ЕСИЛЬ      ;ЖАНА-ЕСИЛЬ      ;САРЫАГАШ ЭК     ;2025-01-10;2025-02-08 22:12:00;71000;70000;ПШЕНИЦА;1,5094E+11;1,5094E+11;685707;685707;ТОО ТЕМИРТАУ ТРЕЙД;Эти станции Казахстанские , экспорт ;643;860;
281492;619477;28026219;УЗБЕКИСТАН       ;УЗБЕКИСТАН       ;ХАВАСТ          ;САРЫАГАШ        ;САРЫАГАШ        ;ЧУКУРСАЙ        ;2025-01-10;2025-01-24 12:03:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;7,9012E+11;7,9012E+11;698305;698305;;за парожни вагоны взыскивается на месте ;860;860;
394648;530180;98228224;ТАДЖИКИСТАН      ;РОССИЯ           ;ЛЕНИНАБАД       ;КУРОРТ-БОР.     ;КУРОРТ-БОР.     ;ПЕТРОПАВЛОВС    ;2025-01-19;2025-01-20 10:27:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;10740001738;10740001738;693000;693000;ТОО АРБА РЕЙЛ;за парожни вагоны взыскивается на месте ;762;643;
537595;550006;28042679;ТАДЖИКИСТАН      ;КЫРГЫЗСТАН       ;ЛЕНИНАБАД       ;АРЫС 1          ;АРЫС 1          ;МЕРКЕ           ;2025-01-20;2025-01-21 04:02:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;31241000654;31241000654;698004;698004;АО  ?АЗТЕМІРТРАНС;за парожни вагоны взыскивается на месте ;762;417;
1166260;1239535;95713475;ТУРКМЕНИСТАН     ;РОССИЯ           ;БОЛАШАК(ЭКСП    ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-02-04;2025-02-05 12:23:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;2,2044E+11;2,2044E+11;687008;687008;"ТОО ""Global Service Logistics""";за парожни вагоны взыскивается на месте ;795;643;
1166348;1258697;98931538;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;СУЛЫ            ;СУЛЫ            ;КУРКАМЫС (ЭК    ;2025-02-03;2025-02-07 11:06:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,8114E+11;1,8114E+11;686100;686100;ТОО СОДРУЖЕСТВО КАЗАХСТАН;за парожни вагоны взыскивается на месте ;860;643;
1199687;1935114;99419558;РОССИЯ           ;УЗБЕКИСТАН       ;ПЕТРОПАВ.КЗХ    ;ЖАНА-ЕСИЛЬ      ;ЖАНА-ЕСИЛЬ      ;САРЫАГАШ ЭК     ;2025-02-04;2025-02-28 15:20:00;70000;70000;ПШЕНИЦА;1,5094E+11;1,5094E+11;685707;685707;"ТОО ""Темиртау Трейд""";Эти станции Казахстанские , экспорт ;643;860;
5986;328278;95738514;УЗБЕКИСТАН       ;РОССИЯ           ;СЕРГЕЛИ         ;КУРОРТ-БОР.     ;КУРОРТ-БОР.     ;МАМЛЮТКА        ;2025-01-09;2025-01-11 22:17:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;10740001738;10740001738;693000;693000;ТОО ВРД БУРАБАЙ;за парожни вагоны взыскивается на месте ;860;643;
11817;254792;98962913;ЛАТВИЯ           ;РОССИЯ           ;ДОБЕЛЕ          ;АТБАСАР         ;АТБАСАР         ;МАМЛЮТКА        ;2025-01-08;2025-01-08 19:22:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;2,2124E+11;2,2124E+11;691503;691503;"ТОО ""Grain Trade Logistics""";за парожни вагоны взыскивается на месте ;428;643;
121670;427324;TBJU7666099;РОССИЯ           ;КИТАЙ            ;КЫШТЫМ          ;БАЛХАШ 1        ;БАЛХАШ 1        ;ДОСТЫК ЭКС      ;2025-01-03;2025-01-16 00:00:00;26126;26066;МЕДЬ;1,1044E+11;1,1044E+11;677506;677506;АО  КЕДЕНТРАНССЕРВИС;Контейнеры не показывают АСУ ДКР , нужно информацию получать только по запросу. Если казахмыс завозит они ее обогощают (обогощают делают какие то процессы и везут дальше );643;156;
121672;427649;TBJU7408094;РОССИЯ           ;КИТАЙ            ;КЫШТЫМ          ;БАЛХАШ 1        ;БАЛХАШ 1        ;ДОСТЫК ЭКС      ;2025-01-03;2025-01-16 00:00:00;26146;26068;МЕДЬ;1,1044E+11;1,1044E+11;677506;677506;АО  КЕДЕНТРАНССЕРВИС;Контейнеры не показывают АСУ ДКР , нужно информацию получать только по запросу. Если казахмыс завозит они ее обогощают (обогощают делают какие то процессы и везут дальше );643;156;
310930;1309044;95715538;ТУРКМЕНИСТАН     ;РОССИЯ           ;СЕРХЕТЪЯКА-Э    ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-01-20;2025-02-12 18:28:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;2,2044E+11;2,2044E+11;687008;687008;"ТОО ""Global Service Logistics""";за парожни вагоны взыскивается на месте ;795;643;
520929;1198551;99419665;РОССИЯ           ;УЗБЕКИСТАН       ;ПЕТРОПАВЛОВС    ;ЖАНА-ЕСИЛЬ      ;ЖАНА-ЕСИЛЬ      ;САРЫАГАШ ЭК     ;2025-01-23;2025-01-31 19:09:00;70000;70000;ПШЕНИЦА;1,5094E+11;1,5094E+11;685707;685707;ТОО ТЕМИРТАУ ТРЕЙД;Эти станции Казахстанские , экспорт ;643;860;
521272;1188356;95218889;РОССИЯ           ;УЗБЕКИСТАН       ;ПЕТРОПАВЛОВС    ;ЖАНА-ЕСИЛЬ      ;ЖАНА-ЕСИЛЬ      ;САРЫАГАШ ЭК     ;2025-01-23;2025-01-30 18:51:00;70000;70000;ПШЕНИЦА;1,5094E+11;1,5094E+11;685707;685707;ТОО ТЕМИРТАУ ТРЕЙД;Эти станции Казахстанские , экспорт ;643;860;
1275444;1309044;95715538;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-02-12;2025-02-12 18:28:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;2,2044E+11;2,2044E+11;687008;687008;"ТОО ""Global Service Logistics""";за парожни вагоны взыскивается на месте ;860;643;
1921027;2062098;96309794;РОССИЯ           ;ГРУЗИЯ           ;ИЛЕЦК 1 КЗХ     ;БУРУНДАЙ        ;БУРУНДАЙ        ;ДИНЫ НУРПЕИС    ;2025-03-13;2025-03-13 23:20:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,8074E+11;1,8074E+11;703908;703908;"ТОО ""IMD Company""";за парожни вагоны взыскивается на месте ;643;268;
1921036;2061739;96314794;РОССИЯ           ;ГРУЗИЯ           ;ИЛЕЦК 1 КЗХ     ;БУРУНДАЙ        ;БУРУНДАЙ        ;ДИНЫ НУРПЕИС    ;2025-03-13;2025-03-13 22:43:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,8074E+11;1,8074E+11;703908;703908;"ТОО ""IMD Company""";за парожни вагоны взыскивается на месте ;643;268;
2804938;2857237;95461224;ТАДЖИКИСТАН      ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-04-22;2025-04-22 13:41:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,31E+11;1,31E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;762;643;
2804942;2857230;98001290;ТАДЖИКИСТАН      ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-04-22;2025-04-22 13:41:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,31E+11;1,31E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;762;643;
3478284;4191418;54639877;РОССИЯ           ;АЗЕРБАЙДЖАН      ;ПЕТРОПАВ.КЗХ    ;МАХАМБЕТ        ;МАХАМБЕТ        ;ДИНЫ НУРПЕИС    ;2025-05-14;2025-06-03 18:47:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;60840010501;60840010501;661809;661809;"ТОО ""ТексолТранс""";за парожни вагоны взыскивается на месте ;643;31;
271359;399921;98228059;УЗБЕКИСТАН       ;РОССИЯ           ;ХАМЗА           ;КУРОРТ-БОР.     ;КУРОРТ-БОР.     ;МАМЛЮТКА        ;2025-01-13;2025-01-14 21:48:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;10740001738;10740001738;693000;693000;ТОО АРБА РЕЙЛ;за парожни вагоны взыскивается на месте ;860;643;
461702;625166;99407413;УЗБЕКИСТАН       ;РОССИЯ           ;СЕРГЕЛИ         ;ЖАНА-ЕСИЛЬ      ;ЖАНА-ЕСИЛЬ      ;ЛЮБОВКА         ;2025-01-21;2025-01-24 17:55:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,5094E+11;1,5094E+11;685707;685707;ТОО ТЕМИРТАУ ТРЕЙД;за парожни вагоны взыскивается на месте ;860;643;
1155948;1229797;95416681;ТАДЖИКИСТАН      ;РОССИЯ           ;САРЫАГАШ ЭК     ;СМИРНОВО        ;СМИРНОВО        ;ПЕТРОПАВ.КЗХ    ;2025-02-02;2025-02-04 10:48:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,7084E+11;1,7084E+11;687902;687902;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;762;643;
1177536;1206612;58593930;ТУРКМЕНИСТАН     ;РОССИЯ           ;БОЛАШАК(ЭКСП    ;КАНДЫАГАШ       ;КАНДЫАГАШ       ;ПЕТРОПАВ.КЗХ    ;2025-02-01;2025-02-01 16:05:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,9054E+11;1,9054E+11;660007;660007;"ТОО ""Сам?ау Логистика""";за парожни вагоны взыскивается на месте ;795;643;
1199752;1934617;95212569;РОССИЯ           ;УЗБЕКИСТАН       ;ПЕТРОПАВ.КЗХ    ;ЖАНА-ЕСИЛЬ      ;ЖАНА-ЕСИЛЬ      ;САРЫАГАШ ЭК     ;2025-02-04;2025-02-28 14:05:00;70000;70000;ПШЕНИЦА;1,5094E+11;1,5094E+11;685707;685707;"ТОО ""Темиртау Трейд""";Эти станции Казахстанские , экспорт ;643;860;
1916929;2087120;95738100;АЗЕРБАЙДЖАН      ;РОССИЯ           ;ДИНЫ НУРПЕИС    ;КУРОРТ-БОР.     ;КУРОРТ-БОР.     ;ПЕТРОПАВ.КЗХ    ;2025-03-10;2025-03-16 22:00:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;10740001738;10740001738;693000;693000;ТОО АТК КЕРУЕН;за парожни вагоны взыскивается на месте ;31;643;
2106725;2112215;98697923;КИТАЙ            ;РОССИЯ           ;АЛТЫНКОЛЬ (Э    ;АЛТЫНКОЛЬ       ;АЛТЫНКОЛЬ       ;ЛОКОТЬ КЗ-Р     ;2025-03-19;2025-03-19 21:46:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;9,9084E+11;9,9084E+11;707608;707608;"ТОО ""Ge Logistics Group""";за парожни вагоны взыскивается на месте ;156;643;
2692174;2761491;98002371;ТАДЖИКИСТАН      ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-04-11;2025-04-11 11:46:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,31E+11;1,31E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;762;643;
2692175;2761492;98002686;ТАДЖИКИСТАН      ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-04-11;2025-04-11 11:46:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,31E+11;1,31E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;762;643;
2760088;2817142;58546771;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-04-17;2025-04-17 16:40:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,31E+11;1,31E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;860;643;
2760105;2817143;58548470;УЗБЕКИСТАН       ;РОССИЯ           ;САРЫАГАШ ЭК     ;КОКШЕТАУ 1      ;КОКШЕТАУ 1      ;ПЕТРОПАВ.КЗХ    ;2025-04-17;2025-04-17 16:40:00;0;0;ВАГОНЫ_Ж/Д_ВСЯКИЕ;1,31E+11;1,31E+11;687008;687008;"АО ""Асты? транс""";за парожни вагоны взыскивается на месте ;860;643;
